England : wales 0.6,scotland 0.5,english_people 0.49,cardiff 0.48,english_midlands 0.48,welsh_language 0.47,mandarin 0.46,gaelic_scots 0.46,yorkshire 0.45,mandarin_dialects 0.45,welsh_english 0.44,southern_england 0.44,british_english 0.44,netherlands_national_football_team 0.44,great_britain 0.43,west_country 0.43,manchester_united_kingdom 0.43,standard_cantonese 0.42,english 0.42,american_english 0.42
Harold_Bloom : f_r_leavis 0.65,helen_vendler 0.63,george_steiner 0.62,western_canon 0.6,terry_eagleton 0.6,paul_de_man 0.6,leslie_fiedler 0.59,alfred_kazin 0.59,edmund_wilson 0.59,william_empson 0.58,the_anxiety_of_influence 0.58,northrop_frye 0.58,t_s_eliot 0.57,new_criticism 0.56,william_gass 0.56,j_hillis_miller 0.56,martin_amis 0.56,cleanth_brooks 0.56,8tc8h 0.55,elaine_showalter 0.55
Pennsylvania : western_pennsylvania 0.72,northeastern_pennsylvania 0.61,harrisburg 0.59,lancaster_pennsylvania 0.59,delaware 0.59,lehigh_valley 0.58,chester_county 0.58,johnstown 0.57,delaware_county_pennsylvania 0.57,washington_county_pennsylvania 0.57,maryland 0.56,bucks_county 0.56,erie 0.56,allentown 0.55,berks_county 0.55,lancaster_county 0.55,york_county 0.54,pittsburgh 0.54,philadelphia 0.54,allegheny_county 0.54
Convenience : software_portability 0.41,c-store 0.32,accessibility 0.3,usability 0.3,responsiveness 0.29,health_food 0.29,personalization 0.29,convenience_store 0.29,grocery_store 0.29,vending_machine 0.28,up-selling 0.28,paderborn_lippstadt_airport 0.28,drop_shipment 0.28,cleanliness 0.27,reusability 0.27,no_frills 0.27,consumer 0.27,international_clothing_sizes 0.27,paid_by_cash 0.27,larry_freed 0.27
NTSC : secam 0.75,atsc 0.66,qam_tuner 0.63,ypbpr 0.63,s-video 0.63,high-definition_multimedia_interface 0.61,serial_digital_interface 0.59,progressive_scan 0.59,atsc_tuner 0.59,dvb-t 0.59,vga_connector 0.58,1080p 0.58,yuv 0.58,component_video 0.58,enhanced-definition_television 0.58,standard-definition_television 0.57,high-definition_television 0.56,scart 0.56,deep_color 0.55,ycbcr 0.55
Eindhoven : nijmegen 0.64,groningen_netherlands 0.64,netherlands 0.63,amsterdam 0.62,rotterdam 0.62,utrecht 0.6,alkmaar 0.58,arnhem 0.58,enschede 0.57,ghent 0.57,tilburg 0.55,netherlands_national_football_team 0.54,amstelveen 0.54,venlo 0.53,almelo 0.53,deventer 0.52,utrecht_netherlands 0.52,helmond 0.52,dordrecht 0.51,almere 0.51
Parliament_of_Australia : julia_gillard 0.63,rudd_government 0.63,kevin_rudd 0.63,premiership_of_john_howard 0.61,parliament_house_canberra 0.61,government_of_australia 0.61,parliament_of_new_south_wales 0.6,parliament_of_queensland 0.59,canberra 0.59,tony_abbott 0.59,scardinius 0.59,john_howard 0.58,peter_slipper 0.58,speaker_of_the_australian_house_of_representatives 0.57,parliament_of_south_australia 0.56,anthony_albanese 0.56,mal_brough 0.56,northern_territory_parliament 0.55,australian_house_of_representatives 0.54,parliament_of_tasmania 0.54
Reality_television : the_real_world 0.47,keeping_up_with_the_kardashians 0.46,television 0.46,the_hills 0.45,kill_reality 0.45,1j53q 0.45,bravo 0.44,pregnancy 0.44,battle_of_the_network_reality_stars 0.44,celebreality 0.43,a_e_network 0.42,e_true_hollywood_story 0.42,queer_eye 0.42,scott_baio_is_45_and_single 0.42,real_housewives 0.42,lifetime_television 0.42,joe_millionaire 0.42,vh1 0.42,mtv 0.41,daisy_of_love 0.41
Carl_Sagan : ann_druyan 0.62,cosmos_a_personal_voyage 0.61,steven_soter 0.55,neil_degrasse_tyson 0.55,the_demon-haunted_world 0.48,freeman_dyson 0.48,fred_hoyle 0.46,richard_feynman 0.45,billions_amp_billions 0.44,louis_friedman 0.44,bruce_c_murray 0.44,erich_daniken 0.43,marcus_chown 0.43,garrett_p_serviss 0.43,planetary_society 0.43,andrew_chaikin 0.43,pale_blue_dot 0.43,lawrence_m_krauss 0.43,albert_einstein 0.42,seth_shostak 0.42
Jaguar_Land_Rover : land_rover 0.68,jaguar 0.68,cny5b4 0.66,tata_motors 0.62,halewood 0.61,castle_bromwich 0.6,ravi_kant 0.57,freelander 0.57,tata_group 0.56,phil_popham 0.52,tml_entertainment 0.51,carl_peter_forster 0.51,cityrover 0.51,land_rover_lrx 0.5,gaydon 0.5,jaguar_xj 0.5,tata_1_lakh_car 0.5,mahindra_mahindra_limited 0.49,corus_group 0.48,aston_martin 0.48
Hayden_Planetarium : neil_degrasse_tyson 0.65,rose_center_for_earth_and_space 0.48,american_museum_of_natural_history 0.48,death_by_black_hole_and_other_cosmic_quandaries 0.45,steven_soter 0.42,nova_sciencenow 0.41,derrick_pitts 0.38,ben_r_oppenheimer 0.38,carl_sagan 0.37,solar_system 0.35,digital_universe_atlas 0.35,exploratorium 0.35,pamela_l_gay 0.35,andrew_chaikin 0.35,manhattanhenge 0.34,d28c7 0.34,dc_v 0.34,adler_planetarium 0.34,the_pluto_files 0.34,mario_livio 0.34
Elihu_Thomson : charles_proteus_steinmetz 0.43,frank_j_sprague 0.43,robert_pound 0.39,erich_p_ippen 0.39,thomas_edison 0.38,mina_miller 0.38,thomson-houston_electric_company 0.37,charles_batchelor 0.37,nikola_tesla 0.36,henry_augustus_rowland 0.36,eldridge_r_johnson 0.36,harvard_school_of_engineering_and_applied_sciences 0.36,lewis_latimer 0.35,charles_h_townes 0.35,gustav_ludwig_hertz 0.35,john_kruesi 0.35,arnold_orville_beckman 0.35,history_of_science 0.35,brian_pippard 0.35,2vrr1c 0.35
GE_Global_Research : mark_m_little 0.51,ibm_research 0.42,niskayuna 0.41,pacific_northwest_national_laboratory 0.41,jfwtc 0.41,air_force_research_laboratory 0.4,argonne_national_laboratory 0.4,hp_labs 0.39,general_electric 0.39,university_of_dayton_research_institute 0.39,eads_innovation_works 0.39,ibm_zurich_research_laboratory 0.39,holographic_data_storage 0.38,battelle_memorial_institute 0.38,fraunhofer_society 0.37,oak_ridge_national_laboratory 0.37,ge_energy 0.37,georgia_tech_research_institute 0.37,ge_healthcare 0.37,defense_advanced_research_projects_agency 0.36
Singing : mark_calderon 0.53,j8thnl 0.53,sheena_easton 0.51,stephen_bishop 0.5,anastacia 0.5,ivette_sosa 0.5,brian_mcknight 0.49,freda_payne 0.49,liza_huber 0.49,natalie_cole 0.48,mica_paris 0.48,paula_cole 0.48,ub40 0.48,peter_cincotti 0.48,craig_david 0.48,3d2c6b 0.47,2r9877 0.47,jason_sellers 0.47,alicia_keys 0.47,howard_hewett 0.47
David_Mandel : alec_berg 0.73,jeff_schaffed 0.72,5bnr_y 0.54,larry_charles 0.49,jackie_marcus 0.48,larry_david 0.45,curb_your_enthusiasm 0.44,68th_academy_awards 0.4,bryan_gordon 0.39,dan_mazer 0.39,steve_koren 0.38,scott_rudin 0.37,g99xvy 0.37,i_want_someone_to_eat_cheese_with 0.37,jeff_garlin 0.37,robert_b_weide 0.36,seinfeld 0.36,andy_robin 0.36,michele_mulroney 0.35,adam_f_goldberg 0.35
Kings_Place : york_way 0.72,farringdon_road 0.48,the_guardian_weekly 0.36,hadley_freeman 0.35,southbank_centre 0.34,covent_garden 0.33,southwark_street 0.32,barbican_arts_centre 0.32,euston_road 0.32,canada_square 0.31,the_guardian_1990 0.31,london_wc1 0.3,glasgow_royal_concert_hall 0.3,conway_hall 0.3,docklands 0.3,bloomsbury_london 0.3,malet_street 0.3,lincolns_inn_fields 0.3,the_drill_hall 0.3,purcell_room 0.29
United_States_Navy : navy 0.75,marine_corps 0.71,air_force 0.68,naval_station_norfolk 0.64,us_air_force_core_values 0.63,united_states_pacific_fleet 0.62,royal_australian_navy 0.6,us_marines 0.6,united_states_department_of_the_navy 0.59,u_army 0.59,uss_coronado 0.59,navy_dept 0.58,gary_roughead 0.58,military_sealift_command 0.58,united_states_ship 0.58,army 0.57,uss_coral_sea 0.57,forrest_sherman 0.57,naval_station_mayport 0.57,uss_constellation 0.57
Rocsi : terrence_j 0.76,106_park 0.67,julissa_bermudez 0.54,rap_city 0.51,angie_martinez 0.5,jermaine_dupri 0.49,sean_combs 0.49,ciara 0.49,fabolous 0.49,bet_style 0.49,nicki_minaj 0.48,black_entertainment_television 0.48,bow_wow 0.47,kanye_west 0.47,big_tigger 0.47,sucker_free 0.47,teyana 0.46,omarion 0.46,rip_the_runway 0.46,nelly 0.46
Star_Alliance : skyteam 0.77,oneworld 0.71,continental_airlines 0.61,brussels_airlines 0.61,lufthansa 0.6,united_airlines 0.59,code_sharing 0.58,royal_jordanian 0.57,swiss_international_air_lines 0.57,croatia_airlines 0.56,delta_air_lines 0.55,american_airlines 0.55,tap_portugal 0.55,shanghai_airlines 0.54,air_france-klm 0.54,frequent_flyer_program 0.54,finnair 0.54,air_china 0.54,flying_blue 0.53,cathay_pacific 0.53
Netherlands : netherlands_national_football_team 0.78,belgium 0.76,denmark 0.64,holland 0.63,eindhoven 0.63,rotterdam 0.63,utrecht 0.61,amsterdam 0.6,nijmegen 0.57,groningen_netherlands 0.57,luxembourg 0.56,alkmaar 0.55,norway 0.53,germany 0.53,austria 0.53,de_telegraaf 0.53,utrecht_netherlands 0.52,swedem 0.52,enschede 0.52,ghent 0.52
Dutch_Reformed_Church : methodism 0.63,lutheranism 0.58,nederduits_gereformeerde_kerk 0.56,reformed_churches 0.54,baptist 0.53,pentecostalism 0.52,protestantism 0.52,calvinism 0.51,methodist_episcopal_church 0.5,evangelical_and_reformed_church 0.5,presbyterianism 0.49,old_catholic_church 0.49,christian_church 0.48,anglicanism 0.48,congregationalist_polity 0.48,evangelical_synod_of_north_america 0.47,unitarianism 0.47,christian_reformed_church_in_north_america 0.47,reformed_church_in_america 0.47,uniting_reformed_church_in_southern_africa 0.47
Zhengde_Emperor : xuande_emperor 0.55,jingtai_emperor 0.49,daoguang_emperor 0.49,qing_dynasty 0.48,yongle_emperor 0.47,kangxi_emperor 0.47,ming_dynasty 0.46,northern_qi 0.46,chenghua_emperor 0.45,jin_dynasty 0.45,yuan_dynasty 0.45,northern_wei 0.44,jiajing_emperor 0.44,mughal_empire 0.44,great_seljuq_empire 0.43,timurid_dynasty 0.43,song_dynasty 0.43,seljuk 0.43,wen_zhengming 0.43,yongzheng_emperor 0.42
Jean-Paul_Sartre : albert_camus 0.7,simone_de_beauvoir 0.7,andre_malraux 0.63,friedrich_nietzsche 0.63,roland_barthes 0.62,martin_heidegger 0.61,jacques_derrida 0.61,andre_gide 0.6,walter_benjamin 0.6,charles_baudelaire 0.6,michel_foucault 0.6,bertrand_russell 0.59,georges_bataille 0.59,raymond_aron 0.58,existentialism 0.58,gustave_flaubert 0.57,ludwig_wittgenstein 0.57,arthur_rimbaud 0.57,louis_althusser 0.57,jean_genet 0.56
Saturday_Night_Live_Weekend_Update_Thursday : nbc 0.52,30_rock 0.51,100_questions 0.51,talkshow_with_spike_feresten 0.5,the_jay_leno_show 0.5,the_marriage_ref 0.5,parenthood_2009 0.5,sons_of_tucson 0.49,saturday_night_live 0.49,american_broadcasting_company 0.49,studio_60_on_the_sunset_strip 0.48,my_dad_is_better_than_your_dad 0.48,the_wanda_sykes_show 0.48,the_office_season_5 0.48,notes_from_the_underbelly 0.48,worst_week 0.48,americas_toughest_jobs 0.48,the_cw_television_network 0.47,most_outrageous_moments 0.47,the_great_american_road_trip 0.47
National_Advisory_Committee_for_Aeronautics : neighborhood_assistance_corporation_of_america 0.5,hope_now_alliance 0.33,maxime_faget 0.31,aids 0.31,people_with_aids_self-empowerment_movement 0.3,nigerian_federal_ministry_of_health 0.3,babatunde_osotimehin 0.3,american_homeowner_preservation 0.3,neighborworks_america 0.29,richard_whitcomb 0.29,united_states_department_of_housing_and_urban_development 0.29,reverse_mortgage 0.29,hope_providence_rhode_island 0.29,national_minority_aids_council 0.29,national_aids_control_programme 0.28,duupa 0.28,douglas_skyrocket 0.28,hamp 0.28,space_task_group 0.28,hiv_positive_people 0.28
John_Roberts : samuel_alito 0.89,antonin_scalia 0.85,anthony_kennedy 0.84,john_roberts_jr 0.83,stephen_breyer 0.8,clarence_thomas 0.8,william_rehnquist 0.79,john_paul_stevens 0.79,ruth_bader_ginsburg 0.78,david_souter 0.75,sandra_day_oconnor 0.75,sonia_sotomayor 0.72,elena_kagan 0.7,supreme_court_of_the_united_states 0.7,roberts_court 0.63,warren_e_burger 0.61,lewis_franklin_powell_jr 0.6,harry_blackmun 0.59,byron_white 0.57,robert_bork 0.57
Hail_Mary : lords_prayer 0.55,gloria_in_excelsis_deo 0.52,glory_be_to_the_father 0.51,sanctus 0.51,magnificat 0.5,kyrie 0.48,franz_biebl 0.48,alleluia 0.47,credo 0.46,tantum_ergo 0.45,panis_angelicus 0.45,veni_creator_spiritus 0.44,litany_of_the_saints 0.44,ellens_dritter_gesang 0.44,litany_of_the_blessed_virgin_mary 0.43,amazing_grace 0.43,benedictus 0.43,gaudete 0.43,victimae_paschali_laudes 0.43,blessed_sacrament 0.43
Reprise_Records : rykodisc 0.75,nonesuch_records 0.73,warner_bros_records 0.66,rhino_entertainment 0.65,roadrunner_records 0.64,sire_records 0.63,asylum_records 0.6,razor_tie 0.58,lava_records 0.56,atlantic_records 0.54,geffen_records 0.54,414mc5 0.54,interscope_records 0.54,east_west_records 0.53,verve_forecast_records 0.53,hybrid_recordings 0.53,vagrant_records 0.52,one_little_indian_records 0.52,doghouse_records 0.52,immortal_records 0.52
Aquino : hohenstaufen 0.43,pietrelcina 0.41,27m23s 0.39,kingdom_of_sicily 0.39,frederick_i_holy_roman_emperor 0.38,ascoli_piceno 0.38,caprese_michelangelo 0.38,palestrina 0.37,doria-pamphilii-landi 0.37,two_sicilies 0.37,ferdinand_i_of_the_two_sicilies 0.37,baldwin_i_of_constantinople 0.37,duke_of_gandia 0.37,francesco_i_sforza 0.37,lentini 0.37,gian_galeazzo_visconti 0.37,fossanova_abbey 0.37,abbey_of_farfa 0.36,nola 0.36,republic_of_pisa 0.36
Astrophysics : theoretical_physics 0.59,physics 0.59,dc_v 0.58,1lj9 0.56,space_physics 0.55,applied_mathematics 0.54,cosmology 0.53,earth_science 0.53,space_science 0.53,applied_physics 0.52,planetary_science 0.52,shrinivas_kulkarni 0.51,computer_science 0.51,particle_physics 0.51,engineering_physics 0.5,computer_engineering 0.5,california_institute_of_technology 0.5,history_of_science 0.5,physical_science 0.49,physical_chemistry 0.49
ETH_Zurich : ecole_polytechnique_federale_de_lausanne 0.63,university_of_zurich 0.57,paul_scherrer_institute 0.55,technical_university_of_munich 0.54,university_of_lausanne 0.53,dresden_university_of_technology 0.53,vienna_university_of_technology 0.52,ibm_zurich_research_laboratory 0.52,university_of_geneva 0.51,ch1mtk 0.5,university_of_basel 0.5,atac_imamoglu 0.5,chalmers_university_of_technology 0.5,empa 0.49,karlsruhe_institute_of_technology 0.49,max_planck_society 0.49,ibm_research 0.48,rwth_aachen 0.48,imperial_college_london 0.48,delft_university_of_technology 0.48
Naamloze_vennootschap : marketwire 0.47,nevada 0.41,otc_bulletin_board 0.4,pink_sheets 0.39,las_vegas_metropolitan_area 0.38,henderson 0.37,archon_corporation 0.37,flight_level 0.36,comtex 0.34,asi_technology_corporation 0.33,business_wire 0.32,individual_life 0.32,reno 0.31,incorp_services_inc 0.31,deurle 0.31,wfnr_fm 0.31,black_mountain_community_bank 0.31,las_vegas 0.3,full_house_resorts_inc 0.3,manhattan_nevada 0.3
United_States_House_Committee_on_Education_and_the_Workforce : george_miller_richmond 0.69,john_kline 0.68,howard_mckeon 0.53,steering_and_policy_committee_of_the_united_states_house_of_representatives 0.53,united_states_house_committee_on_appropriations 0.52,united_states_house_committee_on_transportation_and_infrastructure 0.52,united_states_house_committee_on_energy_and_commerce 0.52,committee_on_ways_and_means_house_u_s 0.52,united_states_house_committee_on_rules 0.5,darrell_issa 0.49,jim_oberstar 0.49,henry_waxman 0.49,united_states_house_committee_on_the_judiciary 0.49,united_states_house_committee_on_armed_services 0.48,zoe_lofgren 0.48,united_states_house_committee_on_resources 0.47,house_committee_on_veterans_affairs 0.47,united_states_house_committee_on_financial_services 0.47,collin_peterson 0.46,united_states_congressional_committee 0.46
Louis_Althusser : michel_foucault 0.7,jacques_derrida 0.69,antonio_gramsci 0.67,alain_badiou 0.66,herbert_marcuse 0.65,karl_marx 0.65,marxian_economics 0.64,martin_heidegger 0.64,gilles_deleuze 0.63,walter_benjamin 0.63,jean_lyotard 0.62,jacques_lacan 0.61,giorgio_agamben 0.61,julia_kristeva 0.61,richard_rorty 0.61,roland_barthes 0.61,edmund_husserl 0.61,theodor_w_adorno 0.61,jurgen_habermas 0.61,frankfurt_school 0.6
Mediterranean_Sea : eastern_mediterranean 0.67,aegean_sea 0.59,adriatic_sea 0.56,strait_of_gibraltar 0.54,tyrrhenian_sea 0.52,red_sea 0.52,black_sea 0.52,sicily 0.5,crete 0.5,sardinia 0.49,bosphorus 0.49,dalmatian_language 0.48,aegean_region 0.48,mezzogiorno 0.48,baltic_sea 0.48,bodrum 0.47,ayvalik 0.47,levantine_cuisine 0.47,marmaris 0.47,la_goulette 0.47
Lucas_Oil_Stadium : rca_dome 0.78,super_bowl_xlvi 0.69,indianapolis_colts 0.67,super_bowl_xliv 0.57,super_bowl_xli 0.56,super_bowl 0.55,indiana_convention_center 0.53,conseco_fieldhouse 0.53,ford_field 0.52,peyton_manning 0.51,downtown_indianapolis 0.51,afc_championship_game 0.51,indianapolis_motor_speedway 0.5,university_of_phoenix_stadium 0.5,nfl_experience 0.5,super_bowl_xlv 0.5,louisiana_superdome 0.5,soldiers_and_sailors_monument 0.49,reliant_stadium 0.49,alltel_stadium 0.49
National_Science_Foundation : w_m_keck_foundation 0.66,robert_a_welch_foundation 0.63,national_institutes_of_health 0.62,office_of_naval_research 0.62,alfred_p_sloan_foundation 0.61,army_research_laboratory 0.6,national_oceanographic_partnership_program 0.59,materials_research_science_and_engineering_centers 0.59,searle_scholars_program 0.59,whitaker_foundation 0.59,natural_sciences_and_engineering_research_council 0.59,national_institute_of_general_medical_sciences 0.57,research_experiences_for_undergraduates 0.57,national_center_for_research_resources 0.57,miller_institute 0.56,air_force_research_laboratory 0.55,national_natural_science_foundation_of_china 0.55,australian_research_council 0.55,leverhulme_trust 0.55,arden_l_bement_jr 0.55
Andrew_Cuomo : david_paterson 0.76,eric_schneiderman 0.73,eliot_spitzer 0.72,george_pataki 0.64,mario_cuomo 0.63,thomas_dinapoli 0.63,albany 0.62,carl_paladino 0.59,sheldon_silver 0.59,new_york_legislature 0.59,c036qd 0.58,new_york_state_attorney_general 0.58,new_york_state_comptroller 0.57,robert_duffy 0.56,john_faso 0.55,rick_lazio 0.55,richard_ravitch 0.55,alan_hevesi 0.53,new_york_state_assembly 0.52,fred_dicker 0.52
Arthur_Schopenhauer : friedrich_nietzsche 0.73,immanuel_kant 0.71,martin_heidegger 0.66,ludwig_wittgenstein 0.66,edmund_husserl 0.61,baruch_spinoza 0.6,henri_bergson 0.6,richard_rorty 0.59,aristotle 0.59,friedrich_wilhelm_joseph_schelling 0.58,ludwig_andreas_feuerbach 0.58,bertrand_russell 0.58,plotinus 0.58,georg_wilhelm_friedrich_hegel 0.57,soren_kierkegaard 0.57,the_world_as_will_and_representation 0.57,jacques_derrida 0.57,walter_benjamin 0.56,aristotelianism 0.56,hans-georg_gadamer 0.56
Asha-Rose_Migiro : ban_ki-moon 0.61,ban 0.57,united_nations_headquarters 0.54,louise_frechette 0.54,chef_de_cabinet 0.53,ransford_smith 0.52,special_representative_of_the_secretary_general 0.52,noeleen_heyzer 0.52,under-secretary-general_of_the_united_nations 0.52,angela_king 0.51,hilde_frafjord_johnson 0.51,joseph_deiss 0.51,michele_montas 0.51,united_staff 0.5,abdoulie_janneh 0.5,anwarul_karim_chowdhury 0.5,rachel_mayanja 0.5,resident_coordinator 0.49,british_approved_name 0.49,kiyotaka_akasaka 0.49
Brendan_Graham : rolf_lovland 0.63,phil_coulter 0.52,crht65 0.51,you_raise_me_up 0.51,charlie_mcgettigan 0.5,eimear_quin 0.49,jimmy_mccarthy 0.48,dulaman 0.48,fionnuala_sherry 0.48,galway_girl 0.48,sinead_lohan 0.47,red_hurley 0.46,paul_harrington 0.46,john_spillane 0.46,the_town_i_loved_so_well 0.46,rte_concert_orchestra 0.46,padraig_rushe 0.46,marc_roberts 0.46,bmjv3q 0.46,wild_mountain_thyme 0.45
Australian_English : british_english 0.55,canadian_french 0.52,mexican_spanish 0.5,peninsular_spanish 0.5,american_english 0.49,latin_american_spanish 0.47,caribbean_spanish 0.46,south_african_english 0.45,taiwanese_mandarin 0.45,mandarin 0.44,standard_english 0.44,basic_english 0.43,australian_kriol_language 0.43,castilian_spanish 0.42,australian_aboriginal_english 0.42,brazilian_portuguese 0.42,tagalog 0.41,english_english 0.41,standard_cantonese 0.41,literary_arabic 0.41
Curb_Your_Enthusiasm : larry_david 0.8,entourage 0.69,30_rock 0.69,seinfeld 0.69,cheryl_hines 0.62,arrested_development 0.62,julia_louis-dreyfus 0.62,jeff_garlin 0.61,will_grace 0.61,monk 0.6,susie_essman 0.6,the_sarah_silverman_program 0.6,how_i_met_your_mother 0.6,weeds 0.59,louis_ck 0.59,the_big_bang_theory 0.59,lucky_louie 0.59,the_larry_sanders_show 0.59,my_name_is_earl 0.59,hbo 0.59
Dominion_of_Ceylon : dudley_senanayake 0.6,solomon_bandaranaike 0.6,sirimavo_bandaranaike 0.59,junius_richard_jayewardene 0.57,british_ceylon 0.57,don_stephen_senanayake 0.55,john_kotelawala 0.54,soulbury_commission 0.54,g_g_ponnambalam 0.5,federation_of_malaya 0.48,donoughmore_constitution 0.48,felix_dias_bandaranaike 0.48,philip_gunawardena 0.47,sinhala_only_act 0.47,sri_lanka_tamils 0.47,ponnambalam_ramanathan 0.47,sri_lanka 0.47,d_a_rajapaksa 0.47,illankai_tamil_arasu_kachchi 0.47,colonial_office 0.46
